claim_id,gold_label,verdict,generated_explanation,gold_reason,factual_consistency,verdict_alignment,completeness,vietnamese_clarity,no_hallucination,overall_score,pass_label,judge_feedback,judge_error
206,supported,SUPPORTED,"Lê Khắc Ngọ chính là Mr Hunter, kẻ cầm đầu vụ lừa đảo sàn ngoại hối trái phép và đã bị dẫn độ từ Philippines về Việt Nam vào ngày 13 tháng 12 năm 2025.",Claim này được đánh giá là supported vì văn bản cung cấp đầy đủ thông tin về vai trò của Lê Khắc Ngọ trong đường dây lừa đảo và chi tiết về việc ông ta bị dẫn độ từ Philippines về Việt Nam vào ngày 13/12/2025.,5,5,5,5,5,5.0,pass,"Giải thích hoàn toàn nhất quán với thông tin trong lý do vàng, hỗ trợ cho phán quyết của mô hình. Nội dung rõ ràng, tự nhiên và không có thông tin không được hỗ trợ.",
210,nei,NEI,"Thông tin về việc Cơ quan Cảnh sát điều tra Công an Thành phố Hà Nội khởi tố vụ án lừa đảo liên quan đến Lê Khắc Ngọ có được đề cập, nhưng không có bằng chứng nào xác nhận thời điểm khởi tố là vào tháng 8 năm 2024.","Claim này được đánh giá là nei vì văn bản không cung cấp thông tin về thời điểm cụ thể vụ án lừa đảo của Lê Khắc Ngọ được khởi tố, chỉ đề cập đến ngày ra quyết định truy nã, và không có nguồn nào khác xác minh được thông tin này.",5,5,4,5,5,4.8,pass,"Giải thích cung cấp thông tin chính xác về việc không có bằng chứng xác nhận thời điểm khởi tố, phù hợp với lý do vàng. Nội dung rõ ràng và tự nhiên, chỉ thiếu một chút về độ đầy đủ.",
203,nei,NEI,Bằng chứng không đề cập việc Phó Thủ tướng Trần Hồng Hà yêu cầu Bộ Xây dựng ban hành quy chuẩn cho xe khách giường nằm hai tầng hoạt động tại vùng núi trong vòng 3 tháng.,Claim này được đánh giá là nei vì văn bản chỉ yêu cầu 'khẩn trương' ban hành quy chuẩn mà không đề cập đến một thời hạn cụ thể như 3 tháng. Hình ảnh và các nguồn bên ngoài cũng không cung cấp thông tin này.,5,5,4,5,5,4.8,pass,"Giải thích phù hợp với các yếu tố trong lý do vàng, không có mâu thuẫn và rõ ràng. Tuy nhiên, có thể mở rộng thêm một chút về lý do tại sao không có thời hạn cụ thể được đề cập.",
205,supported,SUPPORTED,"Đại tá Nguyễn Đức Long, Phó Giám đốc Công an thành phố Hà Nội, đã thông báo về việc dẫn độ Mr Hunter Lê Khắc Ngọ tại họp báo của Bộ Công an chiều 15/12/2025.","Claim này được đánh giá là supported vì cả văn bản và hình ảnh đều xác nhận chính xác tên, chức danh của Đại tá Nguyễn Đức Long, cơ quan ông đại diện, và sự kiện ông đưa ra thông tin về vụ dẫn độ tại một buổi họp báo.",4,5,4,5,4,4.4,pass,"Giải thích cung cấp thông tin chính xác về tên và chức danh của Đại tá Nguyễn Đức Long, cũng như sự kiện dẫn độ. Tuy nhiên, thông tin về ngày tháng (15/12/2025) không được xác nhận trong lý do vàng, điều này có thể gây nhầm lẫn. Dù vậy, tổng thể giải thích vẫn rõ ràng và hỗ trợ cho phán quyết.",
207,refuted,REFUTED,"Quyết định truy nã quốc tế đối với Lê Khắc Ngọ được ban hành bởi Interpol, không phải Văn phòng Cơ quan Cảnh sát điều tra Bộ Công an, mặc dù ngày ban hành là 25/11/2024.","Claim này bị đánh giá là refuted vì văn bản khẳng định Văn phòng Interpol là đơn vị đã ra quyết định truy nã quốc tế đối với Lê Khắc Ngọ, chứ không phải Văn phòng Cơ quan Cảnh sát điều tra Bộ Công an.",5,5,5,5,5,5.0,pass,"Giải thích hoàn toàn chính xác và rõ ràng, phù hợp với lý do vàng và không có thông tin không hỗ trợ.",
209,nei,REFUTED,"Đường dây lừa đảo do Lê Khắc Ngọ cầm đầu có tồn tại và hoạt động trên không gian mạng, nhưng số tiền chiếm đoạt là 216 tỷ đồng, không phải 50 tỷ đồng.","Claim này được đánh giá là nei vì văn bản không cung cấp thông tin về tổng số tiền bị chiếm đoạt bởi đường dây lừa đảo của Lê Khắc Ngọ, hình ảnh cũng không hiển thị thông tin này, và không có nguồn bên ngoài nào xác nhận con số cụ thể.",1,1,2,4,1,1.0,fail,"Giải thích không nhất quán với thông tin trong lý do vàng, vì nó đưa ra con số 216 tỷ đồng mà không có bằng chứng hỗ trợ, đồng thời mâu thuẫn với việc không có thông tin cụ thể nào được cung cấp trong văn bản gốc.",
208,refuted,REFUTED,Thông tin Lê Khắc Ngọ bị cơ quan chức năng Lào bắt giữ là sai. Bằng chứng cho thấy Ngọ bị cảnh sát Philippines bắt giữ vào tháng 9/2025 vì nhập cảnh trái phép và sau đó được dẫn độ về Việt Nam.,"Claim này bị đánh giá là refuted vì văn bản chỉ ra rằng Lê Khắc Ngọ đã bị cơ quan chức năng Philippines bắt giữ, không phải Lào, và ông ta đã trốn sang Campuchia trước khi tới Philippines.",5,5,4,5,5,4.8,pass,"Giải thích chính xác và rõ ràng, phù hợp với lý do vàng. Tuy nhiên, có thể bổ sung thêm thông tin về việc Ngọ đã trốn sang Campuchia trước khi bị bắt.",
212,supported,SUPPORTED,"Địa chỉ liên hệ để trình diện trong vụ án ""Tổ chức đánh bạc, đánh bạc"" chính xác là số 10 Trần Kim Xuyến, Yên Hòa, Cầu Giấy, Hà Nội.",Claim này được đánh giá là supported vì văn bản cung cấp thông tin chi tiết và chính xác về địa chỉ liên hệ để trình diện.,5,5,5,5,5,5.0,pass,"Giải thích hoàn toàn nhất quán với thông tin trong lý do vàng, hỗ trợ cho phán quyết của mô hình. Nội dung rõ ràng, tự nhiên và không có thông tin không được hỗ trợ.",
216,nei,NEI,"Bằng chứng xác nhận điều tra viên Lê Minh Khánh có tham gia vụ án, nhưng không đề cập đến thời điểm ông bắt đầu tham gia điều tra vào tháng 1 năm 2023.","Claim này được đánh giá là nei vì văn bản và hình ảnh đều không cung cấp thông tin về thời điểm Điều tra viên Lê Minh Khánh bắt đầu tham gia điều tra vụ án, cũng như không có nguồn bên ngoài nào xác minh được.",3,4,3,4,4,3.6,borderline,"Giải thích có một số thông tin chính xác nhưng không hoàn toàn nhất quán với lý do vàng. Nó không đề cập rõ ràng đến việc thiếu thông tin về thời điểm tham gia, dẫn đến sự thiếu sót trong tính đầy đủ.",
217,supported,SUPPORTED,"Công an xã Phú Hồ, TP Huế đã dùng ca nô vượt lũ chiều 29/10 để đưa cháu Dương Đức Thành 9 tuổi bị sốt co giật đến bệnh viện an toàn, sức khỏe cháu đã ổn định.","Claim này được đánh giá là supported vì văn bản trực tiếp mô tả chi tiết sự việc cứu hộ, bao gồm thời gian, địa điểm, các bên liên quan, tình trạng của người bị hại, phương tiện và kết quả cứu hộ. Hình ảnh cũng minh họa rõ cảnh ca nô vượt lũ với người dân và cán bộ công an.",5,5,4,5,5,4.8,pass,"Giải thích phù hợp với các thông tin trong lý do vàng, không có mâu thuẫn và rõ ràng. Tuy nhiên, có thể bổ sung thêm thông tin về các bên liên quan và kết quả cứu hộ để hoàn thiện hơn.",
215,nei,REFUTED,Thông tin cho rằng tổng số tiền thu lợi bất chính là 75 tỷ đồng không được đề cập trong vụ án. Bằng chứng chỉ ra số tiền đánh bạc hơn 70 tỷ đồng và thu lợi bất chính từ cho vay nặng lãi hơn 200 triệu đồng.,Claim này được đánh giá là nei vì không có thông tin nào trong văn bản hoặc hình ảnh đính kèm để xác minh tổng số tiền thu lợi bất chính từ vụ án.,3,4,3,4,4,3.6,borderline,"Giải thích có một số thông tin không chính xác về số tiền thu lợi bất chính, nhưng vẫn hỗ trợ cho phán quyết của mô hình. Cần làm rõ hơn về lý do tại sao không có thông tin xác minh cho số tiền 75 tỷ đồng.",
211,supported,NEI,Không có thông tin liên quan trong bằng chứng để xác minh bất kỳ phần nào của tuyên bố.,"Claim này được đánh giá là supported vì cả văn bản và hình ảnh đính kèm đều trực tiếp xác nhận Cơ quan ANĐT Bộ Công an đã kêu gọi chính xác 20 người liên quan đến vụ án Tổ chức đánh bạc, đánh bạc ra trình diện.",1,1,1,4,5,1.6,fail,"Giải thích không phù hợp với thông tin trong lý do vàng, không hỗ trợ cho tuyên bố và không cung cấp thông tin cần thiết để xác minh tuyên bố.",
218,supported,SUPPORTED,"Công an thành phố Huế đã túc trực xuyên đêm 29/10 để hỗ trợ người dân sơ tán, vận chuyển nhu yếu phẩm trong tình hình lũ lụt diễn biến phức tạp, nước dâng cao gây ngập lụt diện rộng.",Claim này được đánh giá là supported vì thông tin từ phần bình luận/thông tin bổ sung trong bài viết trực tiếp khẳng định việc Công an thành phố Huế túc trực và hỗ trợ người dân trong điều kiện lũ lụt phức tạp vào tối 29/10. Hình ảnh cũng củng cố bối cảnh lũ lụt và hoạt động của lực lượng cứu hộ.,5,5,4,5,5,4.8,pass,"Giải thích phù hợp với thông tin trong lý do vàng, không mâu thuẫn với bối cảnh của tuyên bố. Nó cũng rõ ràng và dễ hiểu, mặc dù có thể mở rộng thêm về các hoạt động cụ thể của công an.",
220,refuted,REFUTED,"Anh Tiến, bố của Dương Đức Thành, đã gửi thư cảm ơn Công an xã Phú Hồ vì đã giúp đỡ kịp thời, không hề có lời chỉ trích nào về sự chậm trễ.","Claim này bị đánh giá là refuted vì văn bản chính xác ghi rõ Anh Tiến đã viết thư cảm ơn, bày tỏ sự biết ơn đối với sự giúp đỡ kịp thời của Công an xã Phú Hồ, hoàn toàn trái ngược với tuyên bố 'chỉ trích về sự chậm trễ'.",5,5,5,5,5,5.0,pass,"Giải thích hoàn toàn nhất quán với lý do vàng, hỗ trợ cho phán quyết của mô hình và rõ ràng, tự nhiên trong tiếng Việt.",
219,refuted,REFUTED,"Dương Đức Thành được đưa đến bệnh viện bằng ca nô qua vùng lũ, không phải bằng xe cứu thương trên đường bộ như thông tin ban đầu.","Claim bị refuted vì văn bản và hình ảnh chỉ ra phương tiện vận chuyển là ca nô vượt lũ, do đồng chí Lê Thanh Bình cùng cán bộ chiến sĩ đưa cháu Dương Đức Thành đến bệnh viện, không phải xe cứu thương trên đường bộ, và Dương Đức Thành không phải người bị hại.",5,5,4,5,5,4.8,pass,"Giải thích chính xác và nhất quán với lý do vàng, nêu rõ phương tiện vận chuyển và thông tin về Dương Đức Thành. Tuy nhiên, có thể bổ sung thêm thông tin về việc Dương Đức Thành không phải là người bị hại để hoàn thiện hơn.",
213,refuted,REFUTED,Thông tin Vũ Thanh Tùng cư trú tại TP. Hồ Chí Minh bị mâu thuẫn trực tiếp bởi bằng chứng cho thấy người này sống ở Hà Nội. Không có thông tin về giới tính.,"Claim này bị đánh giá là refuted vì văn bản chỉ rõ địa chỉ cư trú của Vũ Thanh Tùng là tại Hà Nội, không phải TP. Hồ Chí Minh. Hơn nữa, hình ảnh chân dung rõ ràng cho thấy Vũ Thanh Tùng là nam giới, không phải phụ nữ.",3,5,3,4,4,3.8,borderline,"Giải thích có một số điểm không nhất quán với lý do vàng, đặc biệt là việc không đề cập đến giới tính của Vũ Thanh Tùng, điều này là quan trọng trong việc bác bỏ tuyên bố. Tuy nhiên, nó vẫn hỗ trợ cho phán quyết của mô hình.",
221,nei,NEI,Thông tin chỉ xác nhận cháu Dương Đức Thành được đưa đến bệnh viện nhưng không nói rõ là Bệnh viện Đa khoa Trung ương Huế hay khoảng cách 15 km.,"Claim này được đánh giá là nei vì văn bản và hình ảnh đều không cung cấp thông tin về khoảng cách cụ thể từ nhà cháu bé đến bệnh viện, cũng như tên bệnh viện được đưa đến. Không có nguồn bên ngoài nào xác nhận con số hay địa điểm này.",5,5,4,5,5,4.8,pass,"Giải thích phù hợp với lý do vàng và không có mâu thuẫn nào. Nó rõ ràng và tự nhiên, nhưng có thể mở rộng thêm một chút về lý do tại sao không đủ thông tin.",
214,refuted,REFUTED,"Các vụ án 'Tổ chức đánh bạc, đánh bạc' không chỉ xảy ra ở Vũng Tàu mà còn ở nhiều tỉnh thành khác như Lào Cai, Phú Yên, Quảng Trị và Hưng Yên.","Claim này bị đánh giá là refuted vì hình ảnh banner chỉ ra rằng vụ án xảy ra tại Hà Nội và các tỉnh, thành phố, không chỉ riêng TP. Vũng Tàu.",5,5,4,5,5,4.8,pass,"Giải thích cung cấp thông tin chính xác về việc vụ án xảy ra ở nhiều tỉnh thành khác ngoài Vũng Tàu, phù hợp với lý do vàng. Nội dung rõ ràng và không có thông tin không hỗ trợ.",
